1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
NaN,NaN,NaN,19881005,19890912,19901029,19910908,19920929,19931224,19941104,19951109,19961123,19970807,19980617,19991207,20001201,20010808,20020612,20030504,20040616,20050816,20060523,20070621,20080729,20090810,20100713,20110908,20120907,20131119,20141116,20151204
NaN,NaN,NaN,19881003,19890913,19901030,19910914,19921002,19931231,19941104,19951115,19961121,19970812,19980619,19991216,20001203,20010825,20020615,20030419,20040618,20050805,20060528,20070620,20080731,20090812,20100723,20110908,20120907,20131119,20141205,20151204
NaN,NaN,NaN,19881008,19890917,19901108,19910917,19921009,19931227,19941104,19951012,19961204,19970814,19980615,19991220,20001202,20010812,20020611,20030518,20040618,20050730,20060529,20070620,20080731,20090902,20100715,20111002,20121003,20131208,20141205,20151204
NaN,NaN,NaN,19881011,19890916,19901106,19910915,19921018,19931223,19941110,19951026,19961205,19970812,19980628,19991223,20001203,20010814,20020612,20030528,20040620,20050803,20060611,20070622,20080811,20090811,20100811,20110908,20120918,20131208,20141205,20151204
NaN,NaN,NaN,19881003,19890919,19901121,19910916,19921011,19931227,19941108,19951020,19961210,19970814,19980619,19991228,20001231,20010815,20020619,20030422,20040625,20050801,20060527,20070620,20080808,20090827,20100712,20110913,20121029,20131208,20141205,20151204
NaN,NaN,NaN,19881004,19890921,19901115,19910922,19921021,19931228,19941111,19951109,19961226,19970820,19980713,19991227,20001206,20011119,20020619,20030604,20041007,20050804,20060531,20070626,20080808,20090816,20100715,20110829,20120926,20131208,20141214,20160106
NaN,NaN,NaN,19881020,19890925,19901116,19910925,19921030,19931230,19941115,19951019,19970103,19970812,19980623,NaN,20001211,20010816,20020616,20030420,20040625,20050803,20060602,20070620,20080804,20090817,20100714,20110908,20121015,20140104,20150101,20160129
NaN,NaN,NaN,19881017,19891005,19901130,19910927,19921031,19931231,19941114,19951112,19970103,19970903,19980624,NaN,20010109,20010903,20020614,20030421,20040721,20050819,20060528,20070704,20080804,20090822,20100713,20110913,20121015,20140104,20141214,20160126
NaN,NaN,NaN,19881025,19891010,19910103,19910930,19921031,NaN,19941114,19951028,19961228,19970815,19980701,NaN,20001226,20011009,20020614,20030604,20040720,20050811,20060602,20070625,20080811,20090822,20100725,20110908,20121029,20140104,20141214,20160106
NaN,NaN,NaN,19881026,19891016,19901227,19910929,19921115,NaN,19941118,19951023,NaN,19970819,19980625,NaN,20001228,20011011,20020616,20030422,20040701,20050814,20060528,20070628,20080808,20090827,20100723,20111002,20120918,20140207,20150101,20160129
NaN,NaN,NaN,19881028,19891025,19910116,19911006,19921119,NaN,19941128,19951105,NaN,19970821,19980706,NaN,20001230,20010911,20020624,20030424,20040628,20050916,20060602,20070703,20080811,20090826,20100723,20111002,20121015,20140104,20150101,NaN
NaN,NaN,NaN,19881030,19891110,19901228,19911007,19921129,NaN,19941122,19951107,NaN,19970823,19980713,NaN,NaN,20010829,20020622,20030513,20040630,20050825,20060609,20070703,20080808,20090901,20100725,20111002,20120926,NaN,NaN,NaN
NaN,NaN,NaN,19881108,19891108,19901230,19911013,19921129,NaN,19941121,19951108,NaN,19970822,19980711,NaN,NaN,20010822,20020624,20030427,20040630,20050811,20060724,20070723,20080808,20090910,20100725,20111010,20121003,NaN,NaN,NaN
NaN,NaN,NaN,19881107,19891114,19910103,19911013,19921203,NaN,19941207,19951105,NaN,19970820,19980720,NaN,NaN,20010825,20020618,20030510,20040713,20050820,20060604,20070720,20080811,20090910,20100803,20111010,20120926,NaN,NaN,NaN
NaN,NaN,NaN,19881113,19891111,NaN,19911015,19921219,NaN,19941215,19951113,NaN,19970824,19980710,NaN,NaN,20010904,20020618,20030504,20040701,20050816,20060531,20070910,20080811,20090910,20100725,20111101,20121015,NaN,NaN,NaN
NaN,NaN,NaN,19881119,19891206,NaN,19911029,19921227,NaN,19941223,19951210,NaN,19970901,19980703,NaN,NaN,20010909,20020622,20030516,20040723,20050926,20060606,20070629,20080820,20090910,20100725,20111101,20121015,NaN,NaN,NaN
NaN,NaN,NaN,19881201,19891231,NaN,19911108,19921225,NaN,NaN,19951207,NaN,19970825,19980720,NaN,NaN,20010903,20020624,20030506,20040811,20050902,20060612,20070704,20080811,20090919,20100725,20111029,20121029,NaN,NaN,NaN
NaN,NaN,NaN,19881207,19900115,NaN,19911118,19921227,NaN,NaN,19951216,NaN,19970901,19980922,NaN,NaN,20010904,20020701,20030520,20040730,20050816,20060615,20070722,20080811,20090918,20100808,20111222,20121029,NaN,NaN,NaN
