,region,district,year,month,mean_mon_rainfall_mm
22450,Eastern,Kwaebibirem,1985,2,39.100914
22451,Eastern,New Juaben Municipal,1985,2,35.82425
22452,Eastern,Suhum / Kraboa Coaltar,1985,2,35.652966
22453,Eastern,West Akim,1985,2,38.763126
22454,Eastern,Yilo Krobo,1985,2,31.272408
22455,Greater Accra,Dangbe East,1985,2,13.380432
22456,Greater Accra,Dangbe West,1985,2,20.617353
22457,Upper West,Lawra,1985,2,1.838355
22458,Upper West,Nadowli,1985,2,1.8869532
22459,Volta,Keta Municipal,1985,2,10.751962
22460,Volta,North Tongu,1985,2,16.211527
22461,Western,Ahanta West,1985,2,41.56239
22462,Western,Aowin / Suaman,1985,2,39.804626
22463,Western,Sefwi Bibiani-Ahwiaso Bekwai,1985,2,43.656986
22464,Western,Jomoro,1985,2,42.31586
22465,Ashanti,K M A,1985,2,26.31553
22466,Upper East,Bawku West,1985,2,1.7672619
22467,Upper East,Bongo,1985,2,2.222097
22468,Upper East,Builsa,1985,2,1.6588575
22469,Northern,West Mamprusi,1985,2,2.079565
22470,Northern,Savelugu Nanton,1985,2,2.5596151
22471,Northern,Tolon Kumbugu,1985,2,2.314601
22472,Northern,Yendi,1985,2,2.1216662
22473,Northern,Tamale,1985,2,2.082727
22474,Upper West,Wa West,1985,2,2.5967765
22475,Upper West,Wa Municipal,1985,2,2.2939231
22476,Upper West,Wa East,1985,2,2.2436519
22477,Upper East,Bawku Municipal,1985,2,1.0926721
22478,Northern,East Mamprusi,1985,2,1.504614
22479,Northern,Central Gonja,1985,2,2.4427078
22480,Northern,West Gonja,1985,2,2.57694
22481,Northern,Bole,1985,2,3.9457529
22482,Northern,Sawla / Tuna / Kalba,1985,2,2.8528316
22483,Northern,Nanumba North,1985,2,2.46364
22484,Brong Ahafo,Kintampo,1985,2,3.6851404
22485,Brong Ahafo,Kintampo South,1985,2,5.8560815
22486,Brong Ahafo,Wenchi,1985,2,8.7221365
22487,Brong Ahafo,Tain,1985,2,7.3262496
22488,Brong Ahafo,Jaman South,1985,2,14.787844
22489,Brong Ahafo,Jaman North,1985,2,9.85078
22490,Brong Ahafo,Asunafo North,1985,2,20.67752
22491,Brong Ahafo,Asunafo South,1985,2,25.25975
22492,Brong Ahafo,Tano North,1985,2,17.646053
22493,Brong Ahafo,Tano South,1985,2,19.005348
22494,Ashanti,Atwima Mponua,1985,2,33.22505
22495,Ashanti,Atwima Nwabiagya,1985,2,27.264545
22496,Ashanti,Amansie Central,1985,2,44.8417
22497,Ashanti,Obuasi Municipal,1985,2,50.095592
22498,Ashanti,Adansi North,1985,2,37.536568
22499,Western,Bia,1985,2,24.906115
22500,Western,Juabeso,1985,2,29.285
22501,Western,Wassa Amenfi East,1985,2,56.857845
22502,Western,Wassa Amenfi West,1985,2,44.78794
22503,Central,Assin North,1985,2,48.84729
22504,Central,Assin South,1985,2,42.406578
22505,Volta,Krachi East,1985,2,7.320377
22506,Volta,Krachi West,1985,2,4.23248
22507,Greater Accra,Ga East,1985,2,18.260284
22508,Volta,South Dayi,1985,2,17.78437
22509,Volta,Norh Dayi (Kpando),1985,2,14.59974
22510,Northern,Karaga,1985,2,1.8541785
22511,Northern,Gushiegu,1985,2,1.9686818
22512,Brong Ahafo,Pru,1985,2,5.909076
22513,Brong Ahafo,Atebubu Amantin,1985,2,9.074743
22514,Eastern,Kwahu West,1985,2,27.074095
22515,Eastern,Atiwa,1985,2,32.995052
22516,Eastern,East Akim,1985,2,39.789158
22517,Upper West,Sissala West,1985,2,1.3373847
22518,Upper West,Sissala East,1985,2,1.5264435
22519,Upper East,Bolgatanga,1985,2,2.320034
22520,Upper East,Talensi Nabdam,1985,2,2.2384937
22521,Volta,South Tongu,1985,2,13.639692
22522,Upper East,Kasena Nankana East,1985,2,1.819828
22523,Upper East,Kasena Nankana West,1985,2,1.4012777
22524,Upper West,Jirapa,1985,2,1.6098472
22525,Upper West,Lambussie Karni,1985,2,1.5427107
22526,Northern,Kpandai,1985,2,3.7395647
22527,Northern,East Gonja,1985,2,2.926836
22528,Brong Ahafo,Dormaa East,1985,2,17.80308
22529,Brong Ahafo,Dormaa Municipal,1985,2,19.829952
22530,Brong Ahafo,Nkoranza South,1985,2,10.675463
22531,Brong Ahafo,Nkoranza North,1985,2,8.019112
22532,Brong Ahafo,Sunyani Municipal,1985,2,16.707516
22533,Brong Ahafo,Sunyani West,1985,2,15.575589
22534,Central,Upper Denkyira West,1985,2,53.308105
22535,Central,Upper Denkyira East,1985,2,54.99855
22536,Central,Awutu Senya,1985,2,28.609354
22537,Central,Effutu,1985,2,19.859226
22538,Western,Prestea / Huni Valley,1985,2,60.073303
22539,Western,Tarkwa Nsuaem,1985,2,62.997128
22540,Western,Sefwi Wiawso,1985,2,34.791786
22541,Western,Sefwi Akontombra,1985,2,39.13777
22542,Greater Accra,Ga West,1985,2,20.658854
22543,Greater Accra,Weija (Ga South),1985,2,20.359253
22544,Greater Accra,Adenta,1985,2,15.735194
22545,Greater Accra,Tema,1985,2,17.905815
22546,Greater Accra,Ashaiman,1985,2,20.625126
22547,Greater Accra,Ledzokuku / Krowor,1985,2,11.936353
22548,Greater Accra,A M A,1985,2,10.054344
22549,Volta,Biakoye,1985,2,11.762196
22550,Eastern,Birim South,1985,2,48.005745
22551,Eastern,Birim Central Municipal,1985,2,44.150993
22552,Eastern,Kwahu East,1985,2,23.264685
22553,Eastern,Kwahu South,1985,2,23.334862
22554,Ashanti,Adansi South,1985,2,42.236507
22555,Ashanti,Bosome Freho,1985,2,36.46555
22556,Ashanti,Sekyere South,1985,2,24.619753
22557,Ashanti,Sekyere Central,1985,2,18.922215
22558,Ashanti,Mampong Municipal,1985,2,20.805498
22559,Ashanti,Offinso North,1985,2,15.888984
22560,Ashanti,Offinso Municipal,1985,2,21.65898
22561,Ashanti,Ejisu Juaben,1985,2,26.141352
22562,Ashanti,Sekyere East,1985,2,27.94184
22563,Central,Agona East,1985,2,40.36293
22564,Central,Agona West,1985,2,39.256588
22565,Eastern,Lower Manya Krobo,1985,2,24.749468
22566,Eastern,Upper Manya Krobo,1985,2,25.12073
22567,Western,Shama,1985,2,50.29067
22568,Western,Sekondi-Takoradi,1985,2,49.917206
22569,Western,Mpohor-Wassa East,1985,2,59.912037
22570,Western,Nzema East,1985,2,52.402584
22571,Western,Ellembelle,1985,2,48.65647
22572,Ashanti,Bekwai Municipal,1985,2,32.268475
22573,Ashanti,Kwabre East,1985,2,26.248127
22574,Ashanti,Afigya Kwabre,1985,2,22.990593
22575,Ashanti,Atwima Kwanwoma,1985,2,28.398344
22576,Ashanti,Bosumtwi,1985,2,26.95046
22577,Eastern,Birim North,1985,2,33.843445
22578,Eastern,Akyemansa,1985,2,41.623447
22579,Brong Ahafo,Sene,1985,2,8.976325
22580,Ashanti,Sekyere Afram Plains,1985,2,16.349028
22581,Eastern,Kwahu North,1985,2,14.904144
22582,Central,Gomoa West,1985,2,30.862106
22583,Central,Gomoa East,1985,2,21.559546
22584,Volta,Akatsi,1985,2,12.278057
22585,Volta,Hohoe,1985,2,14.109039
22586,Volta,Kadjebi,1985,2,9.384037
22587,Northern,Zabzugu-Tatale,1985,2,3.1777797
22588,Upper East,Garu Tempane,1985,2,1.8235784
22589,Northern,Bunkpurugu Yonyo,1985,2,1.5809294
22590,Northern,Nanumba South,1985,2,2.7285712
22591,Volta,Ho,1985,2,18.267614
22592,Volta,Adaklu Anyigbe,1985,2,16.941267
22593,Northern,Chereponi,1985,2,2.1223733
22594,Northern,Saboba,1985,2,2.6264129
22595,Volta,Jasikan,1985,2,10.159367
22596,Volta,Ketu North,1985,2,9.3948345
22597,Volta,Ketu South,1985,2,7.9512835
22598,Volta,Nkwanta North,1985,2,2.915324
22599,Volta,Nkwanta South,1985,2,5.25277
22882,Ashanti,Ahafo Ano North,1985,3,123.34647
22883,Ashanti,Ahafo Ano South,1985,3,127.29597
22884,Ashanti,Amansie West,1985,3,158.57753
22885,Ashanti,Asante Akim North,1985,3,154.97939
22886,Ashanti,Asante Akim South,1985,3,170.276
22887,Ashanti,Ejura Sekye Dumasi,1985,3,110.20603
22888,Brong Ahafo,Asutifi,1985,3,118.11462
22889,Brong Ahafo,Berekum,1985,3,109.39828
22890,Brong Ahafo,Techiman,1985,3,130.53561
22891,Central,Ajumanku / Enyan / Essiam,1985,3,119.98107
22892,Central,Abura / Asebu / Kwamankese,1985,3,112.46548
22893,Central,Asikuma / Odoben / Brakwa,1985,3,140.26813
22894,Central,Cape Coast,1985,3,115.48666
22895,Central,Komenda / Edina / Eguafo / Abirem,1985,3,106.30166
22896,Central,Mfantsiman,1985,3,105.60424
22897,Central,Twifo / Heman / Lower Denkyira,1985,3,130.02446
22898,Eastern,Akwapim North,1985,3,142.4185
22899,Eastern,Akwapim South,1985,3,111.19604
22900,Eastern,Asuogyaman,1985,3,114.83102
22901,Eastern,Fanteakwa,1985,3,172.37491
22902,Eastern,Kwaebibirem,1985,3,174.08012
22903,Eastern,New Juaben Municipal,1985,3,167.40857
22904,Eastern,Suhum / Kraboa Coaltar,1985,3,150.46576
22905,Eastern,West Akim,1985,3,130.88881
22906,Eastern,Yilo Krobo,1985,3,149.37112
22907,Greater Accra,Dangbe East,1985,3,91.38895
22908,Greater Accra,Dangbe West,1985,3,116.40855
22909,Upper West,Lawra,1985,3,10.161359
22910,Upper West,Nadowli,1985,3,23.388468
22911,Volta,Keta Municipal,1985,3,97.9036
22912,Volta,North Tongu,1985,3,106.66973
22913,Western,Ahanta West,1985,3,90.269844
22914,Western,Aowin / Suaman,1985,3,133.39067
22915,Western,Sefwi Bibiani-Ahwiaso Bekwai,1985,3,152.6905
22916,Western,Jomoro,1985,3,129.48648
22917,Ashanti,K M A,1985,3,136.94821
22918,Upper East,Bawku West,1985,3,5.821586
22919,Upper East,Bongo,1985,3,5.25317
22920,Upper East,Builsa,1985,3,8.126607
22921,Northern,West Mamprusi,1985,3,12.100222
22922,Northern,Savelugu Nanton,1985,3,29.758793
22923,Northern,Tolon Kumbugu,1985,3,32.863804
22924,Northern,Yendi,1985,3,52.784748
22925,Northern,Tamale,1985,3,42.763847
22926,Upper West,Wa West,1985,3,40.255436
22927,Upper West,Wa Municipal,1985,3,41.072517
22928,Upper West,Wa East,1985,3,31.8449
22929,Upper East,Bawku Municipal,1985,3,5.964574
22930,Northern,East Mamprusi,1985,3,10.792871
22931,Northern,Central Gonja,1985,3,51.07527
22932,Northern,West Gonja,1985,3,44.3988
22933,Northern,Bole,1985,3,77.78048
22934,Northern,Sawla / Tuna / Kalba,1985,3,53.482983
22935,Northern,Nanumba North,1985,3,62.47792
22936,Brong Ahafo,Kintampo,1985,3,82.39606
22937,Brong Ahafo,Kintampo South,1985,3,117.31102
22938,Brong Ahafo,Wenchi,1985,3,137.20465
22939,Brong Ahafo,Tain,1985,3,106.37167
22940,Brong Ahafo,Jaman South,1985,3,103.53257
22941,Brong Ahafo,Jaman North,1985,3,110.1329
22942,Brong Ahafo,Asunafo North,1985,3,109.3023
22943,Brong Ahafo,Asunafo South,1985,3,131.4325
22944,Brong Ahafo,Tano North,1985,3,132.47441
22945,Brong Ahafo,Tano South,1985,3,141.85634
22946,Ashanti,Atwima Mponua,1985,3,126.85069
22947,Ashanti,Atwima Nwabiagya,1985,3,143.20271
22948,Ashanti,Amansie Central,1985,3,166.6638
22949,Ashanti,Obuasi Municipal,1985,3,163.637
22950,Ashanti,Adansi North,1985,3,167.50151
22951,Western,Bia,1985,3,108.53259
22952,Western,Juabeso,1985,3,133.3508
22953,Western,Wassa Amenfi East,1985,3,135.4921
22954,Western,Wassa Amenfi West,1985,3,144.03308
22955,Central,Assin North,1985,3,147.93033
22956,Central,Assin South,1985,3,126.94608
22957,Volta,Krachi East,1985,3,107.39526
22958,Volta,Krachi West,1985,3,82.3399
22959,Greater Accra,Ga East,1985,3,88.3048
22960,Volta,South Dayi,1985,3,124.90611
22961,Volta,Norh Dayi (Kpando),1985,3,107.66305
22962,Northern,Karaga,1985,3,31.47113
22963,Northern,Gushiegu,1985,3,23.535261
22964,Brong Ahafo,Pru,1985,3,78.65702
22965,Brong Ahafo,Atebubu Amantin,1985,3,100.12907
22966,Eastern,Kwahu West,1985,3,152.69656
22967,Eastern,Atiwa,1985,3,183.5879
22968,Eastern,East Akim,1985,3,187.17151
22969,Upper West,Sissala West,1985,3,11.468679
22970,Upper West,Sissala East,1985,3,11.69636
22971,Upper East,Bolgatanga,1985,3,5.884015
22972,Upper East,Talensi Nabdam,1985,3,5.5076046
22973,Volta,South Tongu,1985,3,99.68992
22974,Upper East,Kasena Nankana East,1985,3,6.4535756
22975,Upper East,Kasena Nankana West,1985,3,6.2783313
22976,Upper West,Jirapa,1985,3,13.063731
22977,Upper West,Lambussie Karni,1985,3,6.63344
22978,Northern,Kpandai,1985,3,73.538025
22979,Northern,East Gonja,1985,3,59.166977
22980,Brong Ahafo,Dormaa East,1985,3,93.64962
22981,Brong Ahafo,Dormaa Municipal,1985,3,93.36691
22982,Brong Ahafo,Nkoranza South,1985,3,116.1356
22983,Brong Ahafo,Nkoranza North,1985,3,111.70134
22984,Brong Ahafo,Sunyani Municipal,1985,3,125.7838
22985,Brong Ahafo,Sunyani West,1985,3,124.58203
22986,Central,Upper Denkyira West,1985,3,164.2267
22987,Central,Upper Denkyira East,1985,3,159.41795
22988,Central,Awutu Senya,1985,3,103.36633
22989,Central,Effutu,1985,3,81.662155
22990,Western,Prestea / Huni Valley,1985,3,116.67668
22991,Western,Tarkwa Nsuaem,1985,3,112.79057
22992,Western,Sefwi Wiawso,1985,3,135.6225
22993,Western,Sefwi Akontombra,1985,3,143.36795
22994,Greater Accra,Ga West,1985,3,73.12209
22995,Greater Accra,Weija (Ga South),1985,3,88.808495
22996,Greater Accra,Adenta,1985,3,91.00497
22997,Greater Accra,Tema,1985,3,91.15739
22998,Greater Accra,Ashaiman,1985,3,104.69326
22999,Greater Accra,Ledzokuku / Krowor,1985,3,60.04048
23000,Greater Accra,A M A,1985,3,71.3497
23001,Volta,Biakoye,1985,3,120.14441
23002,Eastern,Birim South,1985,3,149.56888
23003,Eastern,Birim Central Municipal,1985,3,147.25401
23004,Eastern,Kwahu East,1985,3,142.55186
23005,Eastern,Kwahu South,1985,3,140.60844
23006,Ashanti,Adansi South,1985,3,160.36894
23007,Ashanti,Bosome Freho,1985,3,175.73242
23008,Ashanti,Sekyere South,1985,3,125.5899
23009,Ashanti,Sekyere Central,1985,3,121.82027
23010,Ashanti,Mampong Municipal,1985,3,103.40458
23011,Ashanti,Offinso North,1985,3,131.01648
23012,Ashanti,Offinso Municipal,1985,3,111.65575
23013,Ashanti,Ejisu Juaben,1985,3,144.84941
23014,Ashanti,Sekyere East,1985,3,152.92355
23015,Central,Agona East,1985,3,111.89616
23016,Central,Agona West,1985,3,116.30271
23017,Eastern,Lower Manya Krobo,1985,3,117.69074
23018,Eastern,Upper Manya Krobo,1985,3,142.33725
23019,Western,Shama,1985,3,94.14651
23020,Western,Sekondi-Takoradi,1985,3,89.55088
23021,Western,Mpohor-Wassa East,1985,3,107.50871
23022,Western,Nzema East,1985,3,123.73099
23023,Western,Ellembelle,1985,3,127.17482
23024,Ashanti,Bekwai Municipal,1985,3,169.74089
23025,Ashanti,Kwabre East,1985,3,135.69138
23026,Ashanti,Afigya Kwabre,1985,3,117.68156
23027,Ashanti,Atwima Kwanwoma,1985,3,144.74857
23028,Ashanti,Bosumtwi,1985,3,156.61111
23029,Eastern,Birim North,1985,3,173.39671
23030,Eastern,Akyemansa,1985,3,162.3248
23031,Brong Ahafo,Sene,1985,3,100.37392
23032,Ashanti,Sekyere Afram Plains,1985,3,130.84319
23033,Eastern,Kwahu North,1985,3,110.43851
23034,Central,Gomoa West,1985,3,113.80701
23035,Central,Gomoa East,1985,3,88.87473
23036,Volta,Akatsi,1985,3,111.55486
23037,Volta,Hohoe,1985,3,141.68948
23038,Volta,Kadjebi,1985,3,118.87283
23039,Northern,Zabzugu-Tatale,1985,3,63.1427
23040,Upper East,Garu Tempane,1985,3,7.1057973
23041,Northern,Bunkpurugu Yonyo,1985,3,14.889354
23042,Northern,Nanumba South,1985,3,65.77525
23043,Volta,Ho,1985,3,127.44793
23044,Volta,Adaklu Anyigbe,1985,3,120.12515
23045,Northern,Chereponi,1985,3,20.836224
23046,Northern,Saboba,1985,3,36.273792
23047,Volta,Jasikan,1985,3,130.13496
23048,Volta,Ketu North,1985,3,109.8425
23049,Volta,Ketu South,1985,3,80.79274
23050,Volta,Nkwanta North,1985,3,79.40838
23051,Volta,Nkwanta South,1985,3,104.15919
23334,Ashanti,Ahafo Ano North,1985,4,125.28571
23335,Ashanti,Ahafo Ano South,1985,4,142.61012
23336,Ashanti,Amansie West,1985,4,136.55013
23337,Ashanti,Asante Akim North,1985,4,165.7369
23338,Ashanti,Asante Akim South,1985,4,164.84067
23339,Ashanti,Ejura Sekye Dumasi,1985,4,138.11034
23340,Brong Ahafo,Asutifi,1985,4,121.51099
23341,Brong Ahafo,Berekum,1985,4,107.39216
23342,Brong Ahafo,Techiman,1985,4,155.35841
23343,Central,Ajumanku / Enyan / Essiam,1985,4,95.30432
23344,Central,Abura / Asebu / Kwamankese,1985,4,78.497536
23345,Central,Asikuma / Odoben / Brakwa,1985,4,132.98358
23346,Central,Cape Coast,1985,4,53.373837
23347,Central,Komenda / Edina / Eguafo / Abirem,1985,4,55.773106
23348,Central,Mfantsiman,1985,4,68.9432
23349,Central,Twifo / Heman / Lower Denkyira,1985,4,123.06232
23350,Eastern,Akwapim North,1985,4,99.95998
23351,Eastern,Akwapim South,1985,4,87.33992
23352,Eastern,Asuogyaman,1985,4,93.0346
23353,Eastern,Fanteakwa,1985,4,141.72794
23354,Eastern,Kwaebibirem,1985,4,163.08954
23355,Eastern,New Juaben Municipal,1985,4,107.79104
23356,Eastern,Suhum / Kraboa Coaltar,1985,4,120.49351
23357,Eastern,West Akim,1985,4,131.47623
23358,Eastern,Yilo Krobo,1985,4,104.8382
23359,Greater Accra,Dangbe East,1985,4,67.88101
23360,Greater Accra,Dangbe West,1985,4,76.88748
23361,Upper West,Lawra,1985,4,48.775806
23362,Upper West,Nadowli,1985,4,54.020134
23363,Volta,Keta Municipal,1985,4,73.0835
23364,Volta,North Tongu,1985,4,80.80599
23365,Western,Ahanta West,1985,4,59.765366
23366,Western,Aowin / Suaman,1985,4,88.41586
23367,Western,Sefwi Bibiani-Ahwiaso Bekwai,1985,4,131.42644
23368,Western,Jomoro,1985,4,78.855835
23369,Ashanti,K M A,1985,4,158.10359
23370,Upper East,Bawku West,1985,4,13.818393
23371,Upper East,Bongo,1985,4,13.816999
23372,Upper East,Builsa,1985,4,22.266397
23373,Northern,West Mamprusi,1985,4,29.990658
23374,Northern,Savelugu Nanton,1985,4,57.957466
23375,Northern,Tolon Kumbugu,1985,4,62.605644
23376,Northern,Yendi,1985,4,70.76011
23377,Northern,Tamale,1985,4,75.04875
23378,Upper West,Wa West,1985,4,62.8147
23379,Upper West,Wa Municipal,1985,4,59.00485
23380,Upper West,Wa East,1985,4,53.049088
23381,Upper East,Bawku Municipal,1985,4,12.995527
23382,Northern,East Mamprusi,1985,4,34.660904
23383,Northern,Central Gonja,1985,4,88.640564
23384,Northern,West Gonja,1985,4,66.63661
23385,Northern,Bole,1985,4,104.87599
23386,Northern,Sawla / Tuna / Kalba,1985,4,60.739094
23387,Northern,Nanumba North,1985,4,81.76407
23388,Brong Ahafo,Kintampo,1985,4,117.80728
23389,Brong Ahafo,Kintampo South,1985,4,140.16803
23390,Brong Ahafo,Wenchi,1985,4,135.64323
23391,Brong Ahafo,Tain,1985,4,112.22308
23392,Brong Ahafo,Jaman South,1985,4,102.38311
23393,Brong Ahafo,Jaman North,1985,4,106.96088
23394,Brong Ahafo,Asunafo North,1985,4,126.07648
23395,Brong Ahafo,Asunafo South,1985,4,125.20998
23396,Brong Ahafo,Tano North,1985,4,116.61407
23397,Brong Ahafo,Tano South,1985,4,133.80923
23398,Ashanti,Atwima Mponua,1985,4,134.6748
23399,Ashanti,Atwima Nwabiagya,1985,4,150.32814
23400,Ashanti,Amansie Central,1985,4,141.62093
23401,Ashanti,Obuasi Municipal,1985,4,141.50839
23402,Ashanti,Adansi North,1985,4,147.38997
23403,Western,Bia,1985,4,134.11568
23404,Western,Juabeso,1985,4,124.11388
23405,Western,Wassa Amenfi East,1985,4,101.3706
23406,Western,Wassa Amenfi West,1985,4,83.9078
23407,Central,Assin North,1985,4,146.60757
23408,Central,Assin South,1985,4,129.57182
23409,Volta,Krachi East,1985,4,103.36428
23410,Volta,Krachi West,1985,4,95.78815
23411,Greater Accra,Ga East,1985,4,74.17836
23412,Volta,South Dayi,1985,4,110.05389
23413,Volta,Norh Dayi (Kpando),1985,4,125.10825
23414,Northern,Karaga,1985,4,60.036346
23415,Northern,Gushiegu,1985,4,64.86861
23416,Brong Ahafo,Pru,1985,4,126.52841
23417,Brong Ahafo,Atebubu Amantin,1985,4,130.88777
23418,Eastern,Kwahu West,1985,4,173.69278
23419,Eastern,Atiwa,1985,4,159.66486
23420,Eastern,East Akim,1985,4,149.46205
23421,Upper West,Sissala West,1985,4,47.625668
23422,Upper West,Sissala East,1985,4,37.471924
23423,Upper East,Bolgatanga,1985,4,13.971925
23424,Upper East,Talensi Nabdam,1985,4,15.138431
23425,Volta,South Tongu,1985,4,77.813484
23426,Upper East,Kasena Nankana East,1985,4,15.837105
23427,Upper East,Kasena Nankana West,1985,4,16.569656
23428,Upper West,Jirapa,1985,4,47.07083
23429,Upper West,Lambussie Karni,1985,4,42.931595
23430,Northern,Kpandai,1985,4,96.5034
23431,Northern,East Gonja,1985,4,97.499016
23432,Brong Ahafo,Dormaa East,1985,4,112.29817
23433,Brong Ahafo,Dormaa Municipal,1985,4,116.99381
23434,Brong Ahafo,Nkoranza South,1985,4,146.20146
23435,Brong Ahafo,Nkoranza North,1985,4,139.45055
23436,Brong Ahafo,Sunyani Municipal,1985,4,109.39732
23437,Brong Ahafo,Sunyani West,1985,4,105.56784
23438,Central,Upper Denkyira West,1985,4,123.88741
23439,Central,Upper Denkyira East,1985,4,137.90588
23440,Central,Awutu Senya,1985,4,85.96772
23441,Central,Effutu,1985,4,60.107414
23442,Western,Prestea / Huni Valley,1985,4,83.96031
23443,Western,Tarkwa Nsuaem,1985,4,86.4542
23444,Western,Sefwi Wiawso,1985,4,110.51437
23445,Western,Sefwi Akontombra,1985,4,106.21814
23446,Greater Accra,Ga West,1985,4,71.934746
23447,Greater Accra,Weija (Ga South),1985,4,76.844505
23448,Greater Accra,Adenta,1985,4,66.82338
23449,Greater Accra,Tema,1985,4,65.807335
23450,Greater Accra,Ashaiman,1985,4,67.16285
23451,Greater Accra,Ledzokuku / Krowor,1985,4,56.130714
23452,Greater Accra,A M A,1985,4,60.386784
23453,Volta,Biakoye,1985,4,132.44083
23454,Eastern,Birim South,1985,4,144.13605
23455,Eastern,Birim Central Municipal,1985,4,136.48752
23456,Eastern,Kwahu East,1985,4,160.8277
23457,Eastern,Kwahu South,1985,4,163.3966
23458,Ashanti,Adansi South,1985,4,150.51094
23459,Ashanti,Bosome Freho,1985,4,170.16045
23460,Ashanti,Sekyere South,1985,4,151.08199
23461,Ashanti,Sekyere Central,1985,4,148.47165
23462,Ashanti,Mampong Municipal,1985,4,148.26344
23463,Ashanti,Offinso North,1985,4,145.58174
23464,Ashanti,Offinso Municipal,1985,4,146.72583
23465,Ashanti,Ejisu Juaben,1985,4,178.57487
23466,Ashanti,Sekyere East,1985,4,185.10854
23467,Central,Agona East,1985,4,108.87728
23468,Central,Agona West,1985,4,109.0939
23469,Eastern,Lower Manya Krobo,1985,4,82.774216
23470,Eastern,Upper Manya Krobo,1985,4,97.65747
23471,Western,Shama,1985,4,64.365486
23472,Western,Sekondi-Takoradi,1985,4,57.66739
23473,Western,Mpohor-Wassa East,1985,4,89.23161
23474,Western,Nzema East,1985,4,80.813736
23475,Western,Ellembelle,1985,4,78.72182
23476,Ashanti,Bekwai Municipal,1985,4,155.61423
23477,Ashanti,Kwabre East,1985,4,162.78241
23478,Ashanti,Afigya Kwabre,1985,4,150.18968
23479,Ashanti,Atwima Kwanwoma,1985,4,152.31299
23480,Ashanti,Bosumtwi,1985,4,162.44737
